agency_cd	site_no	datetime	streamflow	qaqc_flag
USGS	13200000	1975-10-01	46.0	A
USGS	13200000	1975-10-02	45.0	A
USGS	13200000	1975-10-03	45.0	A
USGS	13200000	1975-10-04	45.0	A
USGS	13200000	1975-10-05	45.0	A
USGS	13200000	1975-10-06	47.0	A
USGS	13200000	1975-10-07	85.0	A
USGS	13200000	1975-10-08	92.0	A
USGS	13200000	1975-10-09	74.0	A
USGS	13200000	1975-10-10	70.0	A
USGS	13200000	1975-10-11	80.0	A
USGS	13200000	1975-10-12	100	A
USGS	13200000	1975-10-13	86.0	A
USGS	13200000	1975-10-14	80.0	A
USGS	13200000	1975-10-15	76.0	A
USGS	13200000	1975-10-16	76.0	A
USGS	13200000	1975-10-17	73.0	A
USGS	13200000	1975-10-18	70.0	A
USGS	13200000	1975-10-19	69.0	A
USGS	13200000	1975-10-20	70.0	A
USGS	13200000	1975-10-21	70.0	A
USGS	13200000	1975-10-22	107	A
USGS	13200000	1975-10-23	97.0	A
USGS	13200000	1975-10-24	85.0	A
USGS	13200000	1975-10-25	85.0	A
USGS	13200000	1975-10-26	156	A
USGS	13200000	1975-10-27	154	A
USGS	13200000	1975-10-28	121	A
USGS	13200000	1975-10-29	109	A
USGS	13200000	1975-10-30	110	A
USGS	13200000	1975-10-31	117	A
USGS	13200000	1975-11-01	112	A
USGS	13200000	1975-11-02	107	A
USGS	13200000	1975-11-03	107	A
USGS	13200000	1975-11-04	109	A
USGS	13200000	1975-11-05	105	A
USGS	13200000	1975-11-06	104	A
USGS	13200000	1975-11-07	117	A
USGS	13200000	1975-11-08	117	A
USGS	13200000	1975-11-09	105	A
USGS	13200000	1975-11-10	105	A
USGS	13200000	1975-11-11	97.0	A
USGS	13200000	1975-11-12	88.0	A
USGS	13200000	1975-11-13	92.0	A
USGS	13200000	1975-11-14	104	A
USGS	13200000	1975-11-15	109	A
USGS	13200000	1975-11-16	125	A
USGS	13200000	1975-11-17	117	A
USGS	13200000	1975-11-18	94.0	A
USGS	13200000	1975-11-19	79.0	A
USGS	13200000	1975-11-20	107	A
USGS	13200000	1975-11-21	102	A
USGS	13200000	1975-11-22	89.0	A
USGS	13200000	1975-11-23	107	A
USGS	13200000	1975-11-24	107	A
USGS	13200000	1975-11-25	104	A
USGS	13200000	1975-11-26	92.0	A
USGS	13200000	1975-11-27	107	A
USGS	13200000	1975-11-28	100	A
USGS	13200000	1975-11-29	90.0	A
USGS	13200000	1975-11-30	80.0	A
USGS	13200000	1975-12-01	110	A
USGS	13200000	1975-12-02	207	A
USGS	13200000	1975-12-03	193	A
USGS	13200000	1975-12-04	170	A
USGS	13200000	1975-12-05	222	A
USGS	13200000	1975-12-06	256	A
USGS	13200000	1975-12-07	311	A
USGS	13200000	1975-12-08	356	A
USGS	13200000	1975-12-09	304	A
USGS	13200000	1975-12-10	259	A
USGS	13200000	1975-12-11	228	A
USGS	13200000	1975-12-12	225	A
USGS	13200000	1975-12-13	190	A
USGS	13200000	1975-12-14	131	A
USGS	13200000	1975-12-15	140	A
USGS	13200000	1975-12-16	150	A
USGS	13200000	1975-12-17	125	A
USGS	13200000	1975-12-18	112	A
USGS	13200000	1975-12-19	105	A
USGS	13200000	1975-12-20	100	A
USGS	13200000	1975-12-21	110	A
USGS	13200000	1975-12-22	129	A
USGS	13200000	1975-12-23	151	A
USGS	13200000	1975-12-24	165	A
USGS	13200000	1975-12-25	154	A
USGS	13200000	1975-12-26	145	A
USGS	13200000	1975-12-27	149	A
USGS	13200000	1975-12-28	117	A
USGS	13200000	1975-12-29	137	A
USGS	13200000	1975-12-30	133	A
USGS	13200000	1975-12-31	102	A
USGS	13200000	1976-01-01	65.0	A
USGS	13200000	1976-01-02	73.0	A
USGS	13200000	1976-01-03	112	A
USGS	13200000	1976-01-04	131	A
USGS	13200000	1976-01-05	160	A
USGS	13200000	1976-01-06	145	A
USGS	13200000	1976-01-07	142	A
USGS	13200000	1976-01-08	147	A
USGS	13200000	1976-01-09	147	A
USGS	13200000	1976-01-10	120	A
USGS	13200000	1976-01-11	127	A
USGS	13200000	1976-01-12	129	A
USGS	13200000	1976-01-13	123	A
USGS	13200000	1976-01-14	130	A
USGS	13200000	1976-01-15	133	A
USGS	13200000	1976-01-16	136	A
USGS	13200000	1976-01-17	139	A
USGS	13200000	1976-01-18	137	A
USGS	13200000	1976-01-19	131	A
USGS	13200000	1976-01-20	127	A
USGS	13200000	1976-01-21	105	A
USGS	13200000	1976-01-22	100	A
USGS	13200000	1976-01-23	145	A
USGS	13200000	1976-01-24	137	A
USGS	13200000	1976-01-25	131	A
USGS	13200000	1976-01-26	129	A
USGS	13200000	1976-01-27	141	A
USGS	13200000	1976-01-28	141	A
USGS	13200000	1976-01-29	137	A
USGS	13200000	1976-01-30	139	A
USGS	13200000	1976-01-31	137	A
USGS	13200000	1976-02-01	135	A
USGS	13200000	1976-02-02	139	A
USGS	13200000	1976-02-03	143	A
USGS	13200000	1976-02-04	156	A
USGS	13200000	1976-02-05	123	A
USGS	13200000	1976-02-06	105	A
USGS	13200000	1976-02-07	117	A
USGS	13200000	1976-02-08	139	A
USGS	13200000	1976-02-09	165	A
USGS	13200000	1976-02-10	151	A
USGS	13200000	1976-02-11	141	A
USGS	13200000	1976-02-12	145	A
USGS	13200000	1976-02-13	141	A
USGS	13200000	1976-02-14	149	A
USGS	13200000	1976-02-15	147	A
USGS	13200000	1976-02-16	141	A
USGS	13200000	1976-02-17	143	A
USGS	13200000	1976-02-18	143	A
USGS	13200000	1976-02-19	143	A
USGS	13200000	1976-02-20	127	A
USGS	13200000	1976-02-21	121	A
USGS	13200000	1976-02-22	129	A
USGS	13200000	1976-02-23	137	A
USGS	13200000	1976-02-24	143	A
USGS	13200000	1976-02-25	141	A
USGS	13200000	1976-02-26	147	A
USGS	13200000	1976-02-27	170	A
USGS	13200000	1976-02-28	202	A
USGS	13200000	1976-02-29	213	A
USGS	13200000	1976-03-01	204	A
USGS	13200000	1976-03-02	165	A
USGS	13200000	1976-03-03	154	A
USGS	13200000	1976-03-04	154	A
USGS	13200000	1976-03-05	154	A
USGS	13200000	1976-03-06	178	A
USGS	13200000	1976-03-07	168	A
USGS	13200000	1976-03-08	165	A
USGS	13200000	1976-03-09	173	A
USGS	13200000	1976-03-10	185	A
USGS	13200000	1976-03-11	219	A
USGS	13200000	1976-03-12	199	A
USGS	13200000	1976-03-13	219	A
USGS	13200000	1976-03-14	234	A
USGS	13200000	1976-03-15	225	A
USGS	13200000	1976-03-16	240	A
USGS	13200000	1976-03-17	250	A
USGS	13200000	1976-03-18	273	A
USGS	13200000	1976-03-19	290	A
USGS	13200000	1976-03-20	266	A
USGS	13200000	1976-03-21	266	A
USGS	13200000	1976-03-22	269	A
USGS	13200000	1976-03-23	283	A
USGS	13200000	1976-03-24	308	A
USGS	13200000	1976-03-25	318	A
USGS	13200000	1976-03-26	297	A
USGS	13200000	1976-03-27	308	A
USGS	13200000	1976-03-28	300	A
USGS	13200000	1976-03-29	283	A
USGS	13200000	1976-03-30	300	A
USGS	13200000	1976-03-31	392	A
USGS	13200000	1976-04-01	557	A
USGS	13200000	1976-04-02	548	A
USGS	13200000	1976-04-03	606	A
USGS	13200000	1976-04-04	764	A
USGS	13200000	1976-04-05	1040	A
USGS	13200000	1976-04-06	1300	A
USGS	13200000	1976-04-07	1290	A
USGS	13200000	1976-04-08	1530	A
USGS	13200000	1976-04-09	1940	A
USGS	13200000	1976-04-10	1840	A
USGS	13200000	1976-04-11	1740	A
USGS	13200000	1976-04-12	1540	A
USGS	13200000	1976-04-13	1410	A
USGS	13200000	1976-04-14	1380	A
USGS	13200000	1976-04-15	1440	A
USGS	13200000	1976-04-16	1140	A
USGS	13200000	1976-04-17	1010	A
USGS	13200000	1976-04-18	956	A
USGS	13200000	1976-04-19	878	A
USGS	13200000	1976-04-20	928	A
USGS	13200000	1976-04-21	979	A
USGS	13200000	1976-04-22	1030	A
USGS	13200000	1976-04-23	997	A
USGS	13200000	1976-04-24	985	A
USGS	13200000	1976-04-25	1120	A
USGS	13200000	1976-04-26	1040	A
USGS	13200000	1976-04-27	950	A
USGS	13200000	1976-04-28	889	A
USGS	13200000	1976-04-29	850	A
USGS	13200000	1976-04-30	883	A
USGS	13200000	1976-05-01	985	A
USGS	13200000	1976-05-02	1080	A
USGS	13200000	1976-05-03	1170	A
USGS	13200000	1976-05-04	1190	A
USGS	13200000	1976-05-05	1160	A
USGS	13200000	1976-05-06	1100	A
USGS	13200000	1976-05-07	1060	A
USGS	13200000	1976-05-08	1100	A
USGS	13200000	1976-05-09	1140	A
USGS	13200000	1976-05-10	1190	A
USGS	13200000	1976-05-11	1270	A
USGS	13200000	1976-05-12	1160	A
USGS	13200000	1976-05-13	1090	A
USGS	13200000	1976-05-14	1100	A
USGS	13200000	1976-05-15	1060	A
USGS	13200000	1976-05-16	997	A
USGS	13200000	1976-05-17	956	A
USGS	13200000	1976-05-18	928	A
USGS	13200000	1976-05-19	883	A
USGS	13200000	1976-05-20	824	A
USGS	13200000	1976-05-21	775	A
USGS	13200000	1976-05-22	743	A
USGS	13200000	1976-05-23	717	A
USGS	13200000	1976-05-24	712	A
USGS	13200000	1976-05-25	697	A
USGS	13200000	1976-05-26	677	A
USGS	13200000	1976-05-27	657	A
USGS	13200000	1976-05-28	662	A
USGS	13200000	1976-05-29	626	A
USGS	13200000	1976-05-30	582	A
USGS	13200000	1976-05-31	601	A
USGS	13200000	1976-06-01	553	A
USGS	13200000	1976-06-02	506	A
USGS	13200000	1976-06-03	483	A
USGS	13200000	1976-06-04	456	A
USGS	13200000	1976-06-05	434	A
USGS	13200000	1976-06-06	417	A
USGS	13200000	1976-06-07	413	A
USGS	13200000	1976-06-08	404	A
USGS	13200000	1976-06-09	400	A
USGS	13200000	1976-06-10	396	A
USGS	13200000	1976-06-11	587	A
USGS	13200000	1976-06-12	469	A
USGS	13200000	1976-06-13	425	A
USGS	13200000	1976-06-14	388	A
USGS	13200000	1976-06-15	345	A
USGS	13200000	1976-06-16	330	A
USGS	13200000	1976-06-17	318	A
USGS	13200000	1976-06-18	297	A
USGS	13200000	1976-06-19	283	A
USGS	13200000	1976-06-20	276	A
USGS	13200000	1976-06-21	263	A
USGS	13200000	1976-06-22	250	A
USGS	13200000	1976-06-23	231	A
USGS	13200000	1976-06-24	219	A
USGS	13200000	1976-06-25	207	A
USGS	13200000	1976-06-26	196	A
USGS	13200000	1976-06-27	188	A
USGS	13200000	1976-06-28	175	A
USGS	13200000	1976-06-29	163	A
USGS	13200000	1976-06-30	156	A
USGS	13200000	1976-07-01	147	A
USGS	13200000	1976-07-02	143	A
USGS	13200000	1976-07-03	139	A
USGS	13200000	1976-07-04	133	A
USGS	13200000	1976-07-05	127	A
USGS	13200000	1976-07-06	119	A
USGS	13200000	1976-07-07	112	A
USGS	13200000	1976-07-08	109	A
USGS	13200000	1976-07-09	104	A
USGS	13200000	1976-07-10	99.0	A
USGS	13200000	1976-07-11	94.0	A
USGS	13200000	1976-07-12	92.0	A
USGS	13200000	1976-07-13	91.0	A
USGS	13200000	1976-07-14	86.0	A
USGS	13200000	1976-07-15	82.0	A
USGS	13200000	1976-07-16	77.0	A
USGS	13200000	1976-07-17	74.0	A
USGS	13200000	1976-07-18	114	A
USGS	13200000	1976-07-19	123	A
USGS	13200000	1976-07-20	107	A
USGS	13200000	1976-07-21	92.0	A
USGS	13200000	1976-07-22	85.0	A
USGS	13200000	1976-07-23	77.0	A
USGS	13200000	1976-07-24	73.0	A
USGS	13200000	1976-07-25	73.0	A
USGS	13200000	1976-07-26	69.0	A
USGS	13200000	1976-07-27	63.0	A
USGS	13200000	1976-07-28	58.0	A
USGS	13200000	1976-07-29	57.0	A
USGS	13200000	1976-07-30	65.0	A
USGS	13200000	1976-07-31	65.0	A
USGS	13200000	1976-08-01	100	A
USGS	13200000	1976-08-02	121	A
USGS	13200000	1976-08-03	94.0	A
USGS	13200000	1976-08-04	80.0	A
USGS	13200000	1976-08-05	79.0	A
USGS	13200000	1976-08-06	72.0	A
USGS	13200000	1976-08-07	67.0	A
USGS	13200000	1976-08-08	66.0	A
USGS	13200000	1976-08-09	66.0	A
USGS	13200000	1976-08-10	65.0	A
USGS	13200000	1976-08-11	61.0	A
USGS	13200000	1976-08-12	58.0	A
USGS	13200000	1976-08-13	54.0	A
USGS	13200000	1976-08-14	54.0	A
USGS	13200000	1976-08-15	62.0	A
USGS	13200000	1976-08-16	92.0	A
USGS	13200000	1976-08-17	86.0	A
USGS	13200000	1976-08-18	82.0	A
USGS	13200000	1976-08-19	80.0	A
USGS	13200000	1976-08-20	72.0	A
USGS	13200000	1976-08-21	66.0	A
USGS	13200000	1976-08-22	62.0	A
USGS	13200000	1976-08-23	80.0	A
USGS	13200000	1976-08-24	73.0	A
USGS	13200000	1976-08-25	65.0	A
USGS	13200000	1976-08-26	58.0	A
USGS	13200000	1976-08-27	57.0	A
USGS	13200000	1976-08-28	56.0	A
USGS	13200000	1976-08-29	53.0	A
USGS	13200000	1976-08-30	51.0	A
USGS	13200000	1976-08-31	48.0	A
USGS	13200000	1976-09-01	47.0	A
USGS	13200000	1976-09-02	45.0	A
USGS	13200000	1976-09-03	42.0	A
USGS	13200000	1976-09-04	44.0	A
USGS	13200000	1976-09-05	42.0	A
USGS	13200000	1976-09-06	42.0	A
USGS	13200000	1976-09-07	44.0	A
USGS	13200000	1976-09-08	44.0	A
USGS	13200000	1976-09-09	44.0	A
USGS	13200000	1976-09-10	43.0	A
USGS	13200000	1976-09-11	63.0	A
USGS	13200000	1976-09-12	117	A
USGS	13200000	1976-09-13	80.0	A
USGS	13200000	1976-09-14	67.0	A
USGS	13200000	1976-09-15	65.0	A
USGS	13200000	1976-09-16	66.0	A
USGS	13200000	1976-09-17	73.0	A
USGS	13200000	1976-09-18	77.0	A
USGS	13200000	1976-09-19	77.0	A
USGS	13200000	1976-09-20	79.0	A
USGS	13200000	1976-09-21	73.0	A
USGS	13200000	1976-09-22	69.0	A
USGS	13200000	1976-09-23	66.0	A
USGS	13200000	1976-09-24	65.0	A
USGS	13200000	1976-09-25	63.0	A
USGS	13200000	1976-09-26	62.0	A
USGS	13200000	1976-09-27	62.0	A
USGS	13200000	1976-09-28	61.0	A
USGS	13200000	1976-09-29	61.0	A
USGS	13200000	1976-09-30	60.0	A
USGS	13200000	1976-10-01	58.0	A
USGS	13200000	1976-10-02	60.0	A
USGS	13200000	1976-10-03	62.0	A
USGS	13200000	1976-10-04	63.0	A
USGS	13200000	1976-10-05	62.0	A
USGS	13200000	1976-10-06	62.0	A
USGS	13200000	1976-10-07	61.0	A
USGS	13200000	1976-10-08	61.0	A
USGS	13200000	1976-10-09	60.0	A
USGS	13200000	1976-10-10	60.0	A
USGS	13200000	1976-10-11	60.0	A
USGS	13200000	1976-10-12	58.0	A
USGS	13200000	1976-10-13	58.0	A
USGS	13200000	1976-10-14	58.0	A
USGS	13200000	1976-10-15	58.0	A
USGS	13200000	1976-10-16	58.0	A
USGS	13200000	1976-10-17	58.0	A
USGS	13200000	1976-10-18	58.0	A
USGS	13200000	1976-10-19	58.0	A
USGS	13200000	1976-10-20	58.0	A
USGS	13200000	1976-10-21	60.0	A
USGS	13200000	1976-10-22	60.0	A
USGS	13200000	1976-10-23	61.0	A
USGS	13200000	1976-10-24	61.0	A
USGS	13200000	1976-10-25	69.0	A
USGS	13200000	1976-10-26	72.0	A
USGS	13200000	1976-10-27	67.0	A
USGS	13200000	1976-10-28	66.0	A
USGS	13200000	1976-10-29	65.0	A
USGS	13200000	1976-10-30	66.0	A
USGS	13200000	1976-10-31	66.0	A
USGS	13200000	1976-11-01	66.0	A
USGS	13200000	1976-11-02	66.0	A
USGS	13200000	1976-11-03	66.0	A
USGS	13200000	1976-11-04	66.0	A
USGS	13200000	1976-11-05	66.0	A
USGS	13200000	1976-11-06	65.0	A
USGS	13200000	1976-11-07	65.0	A
USGS	13200000	1976-11-08	63.0	A
USGS	13200000	1976-11-09	65.0	A
USGS	13200000	1976-11-10	63.0	A
USGS	13200000	1976-11-11	63.0	A
USGS	13200000	1976-11-12	63.0	A
USGS	13200000	1976-11-13	56.0	A
USGS	13200000	1976-11-14	58.0	A
USGS	13200000	1976-11-15	67.0	A
USGS	13200000	1976-11-16	69.0	A
USGS	13200000	1976-11-17	69.0	A
USGS	13200000	1976-11-18	67.0	A
USGS	13200000	1976-11-19	66.0	A
USGS	13200000	1976-11-20	65.0	A
USGS	13200000	1976-11-21	63.0	A
USGS	13200000	1976-11-22	63.0	A
USGS	13200000	1976-11-23	62.0	A
USGS	13200000	1976-11-24	60.0	A
USGS	13200000	1976-11-25	69.0	A
USGS	13200000	1976-11-26	53.0	A
USGS	13200000	1976-11-27	43.0	A
USGS	13200000	1976-11-28	39.0	A
USGS	13200000	1976-11-29	44.0	A
USGS	13200000	1976-11-30	50.0	A
USGS	13200000	1976-12-01	52.0	A
USGS	13200000	1976-12-02	54.0	A
USGS	13200000	1976-12-03	56.0	A
USGS	13200000	1976-12-04	59.0	A
USGS	13200000	1976-12-05	56.0	A
USGS	13200000	1976-12-06	53.0	A
USGS	13200000	1976-12-07	57.0	A
USGS	13200000	1976-12-08	65.0	A
USGS	13200000	1976-12-09	63.0	A
USGS	13200000	1976-12-10	59.0	A
USGS	13200000	1976-12-11	54.0	A
USGS	13200000	1976-12-12	52.0	A
USGS	13200000	1976-12-13	51.0	A
USGS	13200000	1976-12-14	52.0	A
USGS	13200000	1976-12-15	53.0	A
USGS	13200000	1976-12-16	50.0	A
USGS	13200000	1976-12-17	48.0	A
USGS	13200000	1976-12-18	45.0	A
USGS	13200000	1976-12-19	40.0	A
USGS	13200000	1976-12-20	31.0	A
USGS	13200000	1976-12-21	39.0	A
USGS	13200000	1976-12-22	50.0	A
USGS	13200000	1976-12-23	60.0	A
USGS	13200000	1976-12-24	60.0	A
USGS	13200000	1976-12-25	60.0	A
USGS	13200000	1976-12-26	64.0	A
USGS	13200000	1976-12-27	62.0	A
USGS	13200000	1976-12-28	55.0	A
USGS	13200000	1976-12-29	47.0	A
USGS	13200000	1976-12-30	46.0	A
USGS	13200000	1976-12-31	45.0	A
USGS	13200000	1977-01-01	48.0	A
USGS	13200000	1977-01-02	51.0	A
USGS	13200000	1977-01-03	53.0	A
USGS	13200000	1977-01-04	54.0	A
USGS	13200000	1977-01-05	47.0	A
USGS	13200000	1977-01-06	31.0	A
USGS	13200000	1977-01-07	30.0	A
USGS	13200000	1977-01-08	30.0	A
USGS	13200000	1977-01-09	30.0	A
USGS	13200000	1977-01-10	33.0	A
USGS	13200000	1977-01-11	36.0	A
USGS	13200000	1977-01-12	39.0	A
USGS	13200000	1977-01-13	44.0	A
USGS	13200000	1977-01-14	51.0	A
USGS	13200000	1977-01-15	57.0	A
USGS	13200000	1977-01-16	60.0	A
USGS	13200000	1977-01-17	58.0	A
USGS	13200000	1977-01-18	57.0	A
USGS	13200000	1977-01-19	53.0	A
USGS	13200000	1977-01-20	51.0	A
USGS	13200000	1977-01-21	47.0	A
USGS	13200000	1977-01-22	49.0	A
USGS	13200000	1977-01-23	46.0	A
USGS	13200000	1977-01-24	43.0	A
USGS	13200000	1977-01-25	41.0	A
USGS	13200000	1977-01-26	40.0	A
USGS	13200000	1977-01-27	40.0	A
USGS	13200000	1977-01-28	41.0	A
USGS	13200000	1977-01-29	42.0	A
USGS	13200000	1977-01-30	43.0	A
USGS	13200000	1977-01-31	52.0	A
USGS	13200000	1977-02-01	55.0	A
USGS	13200000	1977-02-02	51.0	A
USGS	13200000	1977-02-03	47.0	A
USGS	13200000	1977-02-04	46.0	A
USGS	13200000	1977-02-05	45.0	A
USGS	13200000	1977-02-06	45.0	A
USGS	13200000	1977-02-07	46.0	A
USGS	13200000	1977-02-08	48.0	A
USGS	13200000	1977-02-09	50.0	A
USGS	13200000	1977-02-10	52.0	A
USGS	13200000	1977-02-11	56.0	A
USGS	13200000	1977-02-12	60.0	A
USGS	13200000	1977-02-13	66.0	A
USGS	13200000	1977-02-14	72.0	A
USGS	13200000	1977-02-15	80.0	A
USGS	13200000	1977-02-16	80.0	A
USGS	13200000	1977-02-17	80.0	A
USGS	13200000	1977-02-18	80.0	A
USGS	13200000	1977-02-19	80.0	A
USGS	13200000	1977-02-20	80.0	A
USGS	13200000	1977-02-21	83.0	A
USGS	13200000	1977-02-22	87.0	A
USGS	13200000	1977-02-23	82.0	A
USGS	13200000	1977-02-24	80.0	A
USGS	13200000	1977-02-25	74.0	A
USGS	13200000	1977-02-26	77.0	A
USGS	13200000	1977-02-27	77.0	A
USGS	13200000	1977-02-28	80.0	A
USGS	13200000	1977-03-01	85.0	A
USGS	13200000	1977-03-02	81.0	A
USGS	13200000	1977-03-03	78.0	A
USGS	13200000	1977-03-04	75.0	A
USGS	13200000	1977-03-05	77.0	A
USGS	13200000	1977-03-06	76.0	A
USGS	13200000	1977-03-07	79.0	A
USGS	13200000	1977-03-08	83.0	A
USGS	13200000	1977-03-09	110	A
USGS	13200000	1977-03-10	129	A
USGS	13200000	1977-03-11	119	A
USGS	13200000	1977-03-12	110	A
USGS	13200000	1977-03-13	105	A
USGS	13200000	1977-03-14	99.0	A
USGS	13200000	1977-03-15	92.0	A
USGS	13200000	1977-03-16	88.0	A
USGS	13200000	1977-03-17	88.0	A
USGS	13200000	1977-03-18	86.0	A
USGS	13200000	1977-03-19	85.0	A
USGS	13200000	1977-03-20	82.0	A
USGS	13200000	1977-03-21	80.0	A
USGS	13200000	1977-03-22	82.0	A
USGS	13200000	1977-03-23	89.0	A
USGS	13200000	1977-03-24	89.0	A
USGS	13200000	1977-03-25	85.0	A
USGS	13200000	1977-03-26	88.0	A
USGS	13200000	1977-03-27	91.0	A
USGS	13200000	1977-03-28	86.0	A
USGS	13200000	1977-03-29	76.0	A
USGS	13200000	1977-03-30	80.0	A
USGS	13200000	1977-03-31	79.0	A
USGS	13200000	1977-04-01	82.0	A
USGS	13200000	1977-04-02	80.0	A
USGS	13200000	1977-04-03	83.0	A
USGS	13200000	1977-04-04	96.0	A
USGS	13200000	1977-04-05	123	A
USGS	13200000	1977-04-06	143	A
USGS	13200000	1977-04-07	154	A
USGS	13200000	1977-04-08	188	A
USGS	13200000	1977-04-09	210	A
USGS	13200000	1977-04-10	173	A
USGS	13200000	1977-04-11	154	A
USGS	13200000	1977-04-12	149	A
USGS	13200000	1977-04-13	147	A
USGS	13200000	1977-04-14	139	A
USGS	13200000	1977-04-15	125	A
USGS	13200000	1977-04-16	125	A
USGS	13200000	1977-04-17	135	A
USGS	13200000	1977-04-18	125	A
USGS	13200000	1977-04-19	116	A
USGS	13200000	1977-04-20	109	A
USGS	13200000	1977-04-21	107	A
USGS	13200000	1977-04-22	110	A
USGS	13200000	1977-04-23	116	A
USGS	13200000	1977-04-24	123	A
USGS	13200000	1977-04-25	125	A
USGS	13200000	1977-04-26	127	A
USGS	13200000	1977-04-27	121	A
USGS	13200000	1977-04-28	110	A
USGS	13200000	1977-04-29	107	A
USGS	13200000	1977-04-30	104	A
USGS	13200000	1977-05-01	104	A
USGS	13200000	1977-05-02	114	A
USGS	13200000	1977-05-03	107	A
USGS	13200000	1977-05-04	109	A
USGS	13200000	1977-05-05	100	A
USGS	13200000	1977-05-06	100	A
USGS	13200000	1977-05-07	104	A
USGS	13200000	1977-05-08	112	A
USGS	13200000	1977-05-09	110	A
USGS	13200000	1977-05-10	123	A
USGS	13200000	1977-05-11	139	A
USGS	13200000	1977-05-12	127	A
USGS	13200000	1977-05-13	117	A
USGS	13200000	1977-05-14	112	A
USGS	13200000	1977-05-15	107	A
USGS	13200000	1977-05-16	104	A
USGS	13200000	1977-05-17	105	A
USGS	13200000	1977-05-18	102	A
USGS	13200000	1977-05-19	100	A
USGS	13200000	1977-05-20	99.0	A
USGS	13200000	1977-05-21	94.0	A
USGS	13200000	1977-05-22	89.0	A
USGS	13200000	1977-05-23	156	A
USGS	13200000	1977-05-24	222	A
USGS	13200000	1977-05-25	199	A
USGS	13200000	1977-05-26	170	A
USGS	13200000	1977-05-27	182	A
USGS	13200000	1977-05-28	163	A
USGS	13200000	1977-05-29	151	A
USGS	13200000	1977-05-30	139	A
USGS	13200000	1977-05-31	127	A
USGS	13200000	1977-06-01	119	A
USGS	13200000	1977-06-02	112	A
USGS	13200000	1977-06-03	107	A
USGS	13200000	1977-06-04	100	A
USGS	13200000	1977-06-05	94.0	A
USGS	13200000	1977-06-06	88.0	A
USGS	13200000	1977-06-07	83.0	A
USGS	13200000	1977-06-08	85.0	A
USGS	13200000	1977-06-09	80.0	A
USGS	13200000	1977-06-10	188	A
USGS	13200000	1977-06-11	243	A
USGS	13200000	1977-06-12	178	A
USGS	13200000	1977-06-13	143	A
USGS	13200000	1977-06-14	127	A
USGS	13200000	1977-06-15	117	A
USGS	13200000	1977-06-16	107	A
USGS	13200000	1977-06-17	96.0	A
USGS	13200000	1977-06-18	88.0	A
USGS	13200000	1977-06-19	82.0	A
USGS	13200000	1977-06-20	82.0	A
USGS	13200000	1977-06-21	97.0	A
USGS	13200000	1977-06-22	83.0	A
USGS	13200000	1977-06-23	73.0	A
USGS	13200000	1977-06-24	67.0	A
USGS	13200000	1977-06-25	61.0	A
USGS	13200000	1977-06-26	56.0	A
USGS	13200000	1977-06-27	52.0	A
USGS	13200000	1977-06-28	48.0	A
USGS	13200000	1977-06-29	46.0	A
USGS	13200000	1977-06-30	43.0	A
USGS	13200000	1977-07-01	40.0	A
USGS	13200000	1977-07-02	42.0	A
USGS	13200000	1977-07-03	44.0	A
USGS	13200000	1977-07-04	46.0	A
USGS	13200000	1977-07-05	46.0	A
USGS	13200000	1977-07-06	42.0	A
USGS	13200000	1977-07-07	37.0	A
USGS	13200000	1977-07-08	34.0	A
USGS	13200000	1977-07-09	31.0	A
USGS	13200000	1977-07-10	30.0	A
USGS	13200000	1977-07-11	28.0	A
USGS	13200000	1977-07-12	26.0	A
USGS	13200000	1977-07-13	24.0	A
USGS	13200000	1977-07-14	22.0	A
USGS	13200000	1977-07-15	21.0	A
USGS	13200000	1977-07-16	19.0	A
USGS	13200000	1977-07-17	17.0	A
USGS	13200000	1977-07-18	15.0	A
USGS	13200000	1977-07-19	15.0	A
USGS	13200000	1977-07-20	14.0	A
USGS	13200000	1977-07-21	14.0	A
USGS	13200000	1977-07-22	14.0	A
USGS	13200000	1977-07-23	26.0	A
USGS	13200000	1977-07-24	27.0	A
USGS	13200000	1977-07-25	36.0	A
USGS	13200000	1977-07-26	35.0	A
USGS	13200000	1977-07-27	27.0	A
USGS	13200000	1977-07-28	22.0	A
USGS	13200000	1977-07-29	19.0	A
USGS	13200000	1977-07-30	16.0	A
USGS	13200000	1977-07-31	15.0	A
USGS	13200000	1977-08-01	14.0	A
USGS	13200000	1977-08-02	13.0	A
USGS	13200000	1977-08-03	12.0	A
USGS	13200000	1977-08-04	11.0	A
USGS	13200000	1977-08-05	12.0	A
USGS	13200000	1977-08-06	12.0	A
USGS	13200000	1977-08-07	11.0	A
USGS	13200000	1977-08-08	12.0	A
USGS	13200000	1977-08-09	12.0	A
USGS	13200000	1977-08-10	12.0	A
USGS	13200000	1977-08-11	11.0	A
USGS	13200000	1977-08-12	11.0	A
USGS	13200000	1977-08-13	11.0	A
USGS	13200000	1977-08-14	10.0	A
USGS	13200000	1977-08-15	10.0	A
USGS	13200000	1977-08-16	9.00	A
USGS	13200000	1977-08-17	8.00	A
USGS	13200000	1977-08-18	8.00	A
USGS	13200000	1977-08-19	8.00	A
USGS	13200000	1977-08-20	9.00	A
USGS	13200000	1977-08-21	9.00	A
USGS	13200000	1977-08-22	9.00	A
USGS	13200000	1977-08-23	8.00	A
USGS	13200000	1977-08-24	10.0	A
